1,FEC ID,STATE,STATE ABBREVIATION,GENERAL ELECTION DATE,FIRST NAME,LAST NAME,"LAST NAME,  FIRST",TOTAL VOTES,PARTY,GENERAL RESULTS,TOTAL VOTES #,GENERAL %,,,,
233,P80005580,Massachusetts,MA,11/4/08,Bob,Barr,"Barr, Bob",,LBT,"13,189",,0.43%,,,,
234,P80004930,Massachusetts,MA,11/4/08,Cynthia,McKinney,"McKinney, Cynthia",,GR,"6,550",,0.21%,,,,
235,P80005499,Massachusetts,MA,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,CON,"4,971",,0.16%,,,,
236,n/a,Massachusetts,MA,11/4/08,,,,Total State Votes: ,,"3,080,985","3,080,985",,,,,
237,P80003338,Michigan,MI,11/4/08,Barack,Obama,"Obama, Barack",,D,"2,872,579",,57.43%,,,,
238,P80002801,Michigan,MI,11/4/08,John,McCain,"McCain, John",,R,"2,048,639",,40.96%,,,,
239,P20000527,Michigan,MI,11/4/08,Ralph,Nader,"Nader, Ralph",,NLP,"33,085",,0.66%,,,,
240,P80005580,Michigan,MI,11/4/08,Bob,Barr,"Barr, Bob",,LBT,"23,716",,0.47%,,,,
241,P80005499,Michigan,MI,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,UST,"14,685",,0.29%,,,,
242,P80004930,Michigan,MI,11/4/08,Cynthia,McKinney,"McKinney, Cynthia",,GRE,"8,892",,0.18%,,,,
243,P60003076,Michigan,MI,11/4/08,Alan,Keyes,"Keyes, Alan",,W,129,,0.00%,,,,
244,P80005275,Michigan,MI,11/4/08,Brian,Moore,"Moore, Brian",,W,41,,0.00%,,,,
245,n/a,Michigan,MI,11/4/08,,,,Total State Votes: ,,"5,001,766","5,001,766",,,,,
246,P80003338,Minnesota,MN,11/4/08,Barack,Obama,"Obama, Barack",,DFL,"1,573,354",,54.06%,,,,
247,P80002801,Minnesota,MN,11/4/08,John,McCain,"McCain, John",,R,"1,275,409",,43.82%,,,,
248,P20000527,Minnesota,MN,11/4/08,Ralph,Nader,"Nader, Ralph",,I,"30,152",,1.04%,,,,
249,n/a,Minnesota,MN,11/4/08,,Scattered,Scattered ,,W,"9,496",,0.33%,,,,
250,P80005580,Minnesota,MN,11/4/08,Bob,Barr,"Barr, Bob",,LBT,"9,174",,0.32%,,,,
251,P80005499,Minnesota,MN,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,CON,"6,787",,0.23%,,,,
252,P80004930,Minnesota,MN,11/4/08,Cynthia,McKinney,"McKinney, Cynthia",,GRE,"5,174",,0.18%,,,,
253,P80005481,Minnesota,MN,11/4/08,Róger,Calero,"Calero, Róger",,SWP,790,,0.03%,,,,
254,P60003076,Minnesota,MN,11/4/08,Alan,Keyes,"Keyes, Alan",,W,22,,0.00%,,,,
255,P80005275,Minnesota,MN,11/4/08,Brian,Moore,"Moore, Brian",,W,7,,0.00%,,,,
256,P00003962,Minnesota,MN,11/4/08,Joe,Schriner,"Schriner, Joe",,W,3,,0.00%,,,,
257,n/a,Minnesota,MN,11/4/08,Curtis,Montgomery,"Montgomery, Curtis",,W,1,,0.00%,,,,
258,n/a,Minnesota,MN,11/4/08,,,,Total State Votes: ,,"2,910,369","2,910,369",,,,,
259,P80002801,Mississippi,MS,11/4/08,John,McCain,"McCain, John",,R,"724,597",,56.18%,,,,
260,P80003338,Mississippi,MS,11/4/08,Barack,Obama,"Obama, Barack",,D,"554,662",,43.00%,,,,
261,P20000527,Mississippi,MS,11/4/08,Ralph,Nader,"Nader, Ralph",,I,"4,011",,0.31%,,,,
262,P80005499,Mississippi,MS,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,CON,"2,551",,0.20%,,,,
263,P80005580,Mississippi,MS,11/4/08,Bob,Barr,"Barr, Bob",,LBT,"2,529",,0.20%,,,,
264,P80004930,Mississippi,MS,11/4/08,Cynthia A.,McKinney,"McKinney, Cynthia A.",,GRE,"1,034",,0.08%,,,,
265,P40003196,Mississippi,MS,11/4/08,Ted C.,Weill,"Weill, Ted C.",,REF,481,,0.04%,,,,
266,n/a,Mississippi,MS,11/4/08,,,,Total State Votes: ,,"1,289,865","1,289,865",,,,,
267,P80002801,Missouri,MO,11/4/08,John,McCain,"McCain, John",,R,"1,445,814",,49.43%,,,,
268,P80003338,Missouri,MO,11/4/08,Barack,Obama,"Obama, Barack",,D,"1,441,911",,49.29%,,,,
269,P20000527,Missouri,MO,11/4/08,Ralph,Nader,"Nader, Ralph",,I,"17,813",,0.61%,,,,
270,P80005580,Missouri,MO,11/4/08,Bob,Barr,"Barr, Bob",,LBT,"11,386",,0.39%,,,,
271,P80005499,Missouri,MO,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,CON,"8,201",,0.28%,,,,
272,P80004930,Missouri,MO,11/4/08,Cynthia,McKinney,"McKinney, Cynthia",,W,80,,0.00%,,,,
273,n/a,Missouri,MO,11/4/08,,,,Total State Votes: ,,"2,925,205","2,925,205",,,,,
274,P80002801,Montana,MT,11/4/08,John,McCain,"McCain, John",,R,"242,763",,49.51%,,,,
275,P80003338,Montana,MT,11/4/08,Barack,Obama,"Obama, Barack",,D,"231,667",,47.25%,,,,
276,P80000748,Montana,MT,11/4/08,Ron,Paul,"Paul, Ron",,CON,"10,638",,2.17%,,,,
277,P20000527,Montana,MT,11/4/08,Ralph,Nader,"Nader, Ralph",,I,"3,686",,0.75%,,,,
278,P80005580,Montana,MT,11/4/08,Bob,Barr,"Barr, Bob",,LBT,"1,355",,0.28%,,,,
279,P80005499,Montana,MT,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,W,143,,0.03%,,,,
280,P80004930,Montana,MT,11/4/08,Cynthia Ann,McKinney,"McKinney, Cynthia Ann",,W,23,,0.00%,,,,
281,n/a,Montana,MT,11/4/08,RaeDeen,Heupel,"Heupel, RaeDeen",,W,12,,0.00%,,,,
282,n/a,Montana,MT,11/4/08,Rosa A.,Clemente,"Clemente, Rosa A.",,W,10,,0.00%,,,,
283,n/a,Montana,MT,11/4/08,Santa,Claus,"Claus, Santa",,W,3,,0.00%,,,,
284,P80005119,Montana,MT,11/4/08,Jonathan,Allen,"Allen, Jonathan",,W,1,,0.00%,,,,
285,P80005804,Montana,MT,11/4/08,Amy Lou,Wyatt,"Wyatt, Amy Lou",,W,1,,0.00%,,,,
286,n/a,Montana,MT,11/4/08,,,,Total State Votes: ,,"490,302","490,302",,,,,
287,P80002801,Nebraska,NE,11/4/08,John,McCain,"McCain, John",,R,"452,979",,56.53%,,,,
288,P80003338,Nebraska,NE,11/4/08,Barack,Obama,"Obama, Barack",,D,"333,319",,41.60%,,,,
289,P20000527,Nebraska,NE,11/4/08,Ralph,Nader,"Nader, Ralph",,BP,"5,406",,0.67%,,,,
290,P80005499,Nebraska,NE,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,NB,"2,972",,0.37%,,,,
291,n/a,Nebraska,NE,11/4/08,,Scattered,Scattered ,,W,"2,837",,0.35%,,,,
292,P80005580,Nebraska,NE,11/4/08,Bob,Barr,"Barr, Bob",,LBT,"2,740",,0.34%,,,,
293,P80004930,Nebraska,NE,11/4/08,Cynthia,McKinney,"McKinney, Cynthia",,GRE,"1,028",,0.13%,,,,
294,n/a,Nebraska,NE,11/4/08,,,,Total State Votes: ,,"801,281","801,281",,,,,
295,P80003338,Nevada,NV,11/4/08,Barack,Obama,"Obama, Barack",,D,"533,736",,55.15%,,,,
296,P80002801,Nevada,NV,11/4/08,John,McCain,"McCain, John",,R,"412,827",,42.65%,,,,
297,n/a,Nevada,NV,11/4/08,,None of These Candidates,"None of These Candidates, ",,None,"6,267",,0.65%,,,,
298,P20000527,Nevada,NV,11/4/08,Ralph,Nader,"Nader, Ralph",,I,"6,150",,0.64%,,,,
299,P80005580,Nevada,NV,11/4/08,Bob,Barr,"Barr, Bob",,LBT,"4,263",,0.44%,,,,
300,P80005499,Nevada,NV,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,IAP,"3,194",,0.33%,,,,
301,P80004930,Nevada,NV,11/4/08,Cynthia,McKinney,"McKinney, Cynthia",,GRE,"1,411",,0.15%,,,,
302,n/a,Nevada,NV,11/4/08,,,,Total State Votes: ,,"967,848","967,848",,,,,
303,P80003338,New Hampshire,NH,11/4/08,Barack,Obama,"Obama, Barack",,D,"384,826",,54.13%,,,,
304,P80002801,New Hampshire,NH,11/4/08,John,McCain,"McCain, John",,R,"316,534",,44.52%,,,,
305,P20000527,New Hampshire,NH,11/4/08,Ralph,Nader,"Nader, Ralph",,I,"3,503",,0.49%,,,,
306,P80005580,New Hampshire,NH,11/4/08,"""Bob""",Barr,"Barr, ""Bob""",,LBT,"2,217",,0.31%,,,,
307,P00003392,New Hampshire,NH,11/4/08,Hilary,Clinton,"Clinton, Hilary",,W,"1,124",,0.16%,,,,
308,P80000748,New Hampshire,NH,11/4/08,Ron,Paul,"Paul, Ron",,W,"1,092",,0.15%,,,,
309,n/a,New Hampshire,NH,11/4/08,,Others,"Others, ",,W,673,,0.09%,,,,
310,P80003080,New Hampshire,NH,11/4/08,George,Phillies,"Phillies, George",,LBT,531,,0.07%,,,,
311,P80005499,New Hampshire,NH,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,W,226,,0.03%,,,,
312,P80003353,New Hampshire,NH,11/4/08,Mitt,Romney,"Romney, Mitt",,W,112,,0.02%,,,,
313,P80003478,New Hampshire,NH,11/4/08,Mike,Huckabee,"Huckabee, Mike",,W,61,,0.01%,,,,
314,P80004930,New Hampshire,NH,11/4/08,Cynthia,McKinney,"McKinney, Cynthia",,W,40,,0.01%,,,,
315,n/a,New Hampshire,NH,11/4/08,Sarah,Palin,"Palin, Sarah",,W,18,,0.00%,,,,
316,P20000642,New Hampshire,NH,11/4/08,Bill,Clinton,"Clinton, Bill",,W,13,,0.00%,,,,
317,n/a,New Hampshire,NH,11/4/08,,,,Total State Votes: ,,"710,970","710,970",,,,,
318,P80003338,New Jersey,NJ,11/4/08,Barack,Obama,"Obama, Barack",,D,"2,215,422",,57.27%,,,,
319,P80002801,New Jersey,NJ,11/4/08,John,McCain,"McCain, John",,R,"1,613,207",,41.70%,,,,
320,P20000527,New Jersey,NJ,11/4/08,Ralph,Nader,"Nader, Ralph",,I,"21,298",,0.55%,,,,
321,P80005580,New Jersey,NJ,11/4/08,Bob,Barr,"Barr, Bob",,LBT,"8,441",,0.22%,,,,
322,P80005499,New Jersey,NJ,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,CON,"3,956",,0.10%,,,,
323,P80004930,New Jersey,NJ,11/4/08,Cynthia,McKinney,"McKinney, Cynthia",,GRE,"3,636",,0.09%,,,,
324,P80005275,New Jersey,NJ,11/4/08,Brian,Moore,"Moore, Brian",,SOC,699,,0.02%,,,,
325,P80005077,New Jersey,NJ,11/4/08,"Jeffrey ""Jeff""",Boss,"Boss, Jeffrey ""Jeff""",,VH,639,,0.02%,,,,
326,P80005481,New Jersey,NJ,11/4/08,Roger,Calero,"Calero, Roger",,SWP,523,,0.01%,,,,
327,P80005572,New Jersey,NJ,11/4/08,Gloria,La Riva,"La Riva, Gloria",,SLP,416,,0.01%,,,,
328,n/a,New Jersey,NJ,11/4/08,,,,Total State Votes: ,,"3,868,237","3,868,237",,,,,
329,P80003338,New Mexico,NM,11/4/08,Barack,Obama,"Obama, Barack",,D,"472,422",,56.91%,,,,
330,P80002801,New Mexico,NM,11/4/08,John,McCain,"McCain, John",,R,"346,832",,41.78%,,,,
331,P20000527,New Mexico,NM,11/4/08,Ralph,Nader,"Nader, Ralph",,NMI,"5,327",,0.64%,,,,
332,P80005580,New Mexico,NM,11/4/08,Bob,Barr,"Barr, Bob",,LBT,"2,428",,0.29%,,,,
333,P80005499,New Mexico,NM,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,CON,"1,597",,0.19%,,,,
334,P80004930,New Mexico,NM,11/4/08,Cynthia,McKinney,"McKinney, Cynthia",,GRE,"1,552",,0.19%,,,,
335,n/a,New Mexico,NM,11/4/08,,,,Total State Votes: ,,"830,158","830,158",,,,,
336,P80003338,New York,NY,11/4/08,Barack,Obama,"Obama, Barack",,Combined Parties:,"4,804,945",,62.88%,,,,
337,P80003338,New York,NY,11/4/08,Barack,Obama,"Obama, Barack",,D,"4,645,332",,60.80%,62.80%,,,
338,P80002801,New York,NY,11/4/08,John,McCain,"McCain, John",,Combined Parties:,"2,752,771",,36.03%,,,,
339,P80002801,New York,NY,11/4/08,John,McCain,"McCain, John",,R,"2,418,323",,31.65%,36.11%,,,
340,P80002801,New York,NY,11/4/08,John,McCain,"McCain, John",,CRV,"170,475",,2.23%,36.11%,,,
341,P80002801,New York,NY,11/4/08,John,McCain,"McCain, John",,IDP,"163,973",,2.15%,36.11%,,,
342,P80003338,New York,NY,11/4/08,Barack,Obama,"Obama, Barack",,WF,"159,613",,2.09%,62.80%,,,
343,P20000527,New York,NY,11/4/08,Ralph,Nader,"Nader, Ralph",,POP,"41,249",,0.54%,,,,
344,P80005580,New York,NY,11/4/08,Bob,Barr,"Barr, Bob",,LBT,"19,596",,0.26%,,,,
345,P80004930,New York,NY,11/4/08,Cynthia,McKinney,"McKinney, Cynthia",,GRE,"12,801",,0.17%,,,,
346,P80005481,New York,NY,11/4/08,Roger,Calero,"Calero, Roger",,SWP,"3,615",,0.05%,,,,
347,P80005572,New York,NY,11/4/08,Gloria,La Riva,"La Riva, Gloria",,SLP,"1,639",,0.02%,,,,
348,P80005499,New York,NY,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,W,634,,0.01%,,,,
349,P60003076,New York,NY,11/4/08,Alan Lee,Keyes,"Keyes, Alan Lee",,W,35,,0.00%,,,,
350,n/a,New York,NY,11/4/08,Jerome S.,White,"White, Jerome S.",,W,18,,0.00%,,,,
351,P80005275,New York,NY,11/4/08,Brian,Moore,"Moore, Brian",,W,10,,0.00%,,,,
352,P40002644,New York,NY,11/4/08,Lanakila,Washington,"Washington, Lanakila",,W,3,,0.00%,,,,
353,P80005119,New York,NY,11/4/08,Jonathan,Allen,"Allen, Jonathan",,W,1,,0.00%,,,,
354,n/a,New York,NY,11/4/08,Michael,Skok,"Skok, Michael",,W,1,,0.00%,,,,
355,n/a,New York,NY,11/4/08,,Scattered,Scattered,,W,"3,613",,0.05%,,,,
356,n/a,New York,NY,11/4/08,,,,Total State Votes: ,,"7,640,931","7,640,931",,,,,
357,P80003338,North Carolina,NC,11/4/08,Barack,Obama,"Obama, Barack",,D,"2,142,651",,49.70%,,,,
358,P80002801,North Carolina,NC,11/4/08,John,McCain,"McCain, John",,R,"2,128,474",,49.38%,,,,
359,P80005580,North Carolina,NC,11/4/08,Bob,Barr,"Barr, Bob",,LBT,"25,722",,0.60%,,,,
360,n/a,North Carolina,NC,11/4/08,,Scattered,Scattered ,,W,"12,298",,0.29%,,,,
361,P20000527,North Carolina,NC,11/4/08,Ralph,Nader,"Nader, Ralph",,W,"1,448",,0.03%,,,,
362,P80004930,North Carolina,NC,11/4/08,Cynthia,McKinney,"McKinney, Cynthia",,W,158,,0.00%,,,,
363,P80005275,North Carolina,NC,11/4/08,Brian,Moore,"Moore, Brian",,W,38,,0.00%,,,,
364,n/a,North Carolina,NC,11/4/08,,,,Total State Votes: ,,"4,310,789","4,310,789",,,,,
365,P80002801,North Dakota,ND,11/4/08,John,McCain,"McCain, John",,R,"168,601",,53.25%,,,,
366,P80003338,North Dakota,ND,11/4/08,Barack,Obama,"Obama, Barack",,DNL,"141,278",,44.62%,,,,
367,P20000527,North Dakota,ND,11/4/08,Ralph,Nader,"Nader, Ralph",,I,"4,189",,1.32%,,,,
368,P80005580,North Dakota,ND,11/4/08,Bob,Barr,"Barr, Bob",,LBT,"1,354",,0.43%,,,,
369,P80005499,North Dakota,ND,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,CON,"1,199",,0.38%,,,,
370,n/a,North Dakota,ND,11/4/08,,,,Total State Votes: ,,"316,621","316,621",,,,,
371,P80003338,Ohio,OH,11/4/08,Barack,Obama,"Obama, Barack",,D,"2,940,044",,51.50%,,,,
372,P80002801,Ohio,OH,11/4/08,John,McCain,"McCain, John",,R,"2,677,820",,46.91%,,,,
373,P20000527,Ohio,OH,11/4/08,Ralph,Nader,"Nader, Ralph",,I,"42,337",,0.74%,,,,
374,P80005580,Ohio,OH,11/4/08,Bob,Barr,"Barr, Bob",,LBT,"19,917",,0.35%,,,,
375,P80005499,Ohio,OH,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,CON,"12,565",,0.22%,,,,
376,P80004930,Ohio,OH,11/4/08,Cynthia,McKinney,"McKinney, Cynthia",,GRE,"8,518",,0.15%,,,,
377,n/a,Ohio,OH,11/4/08,Richard,Duncan,"Duncan, Richard",,I,"3,905",,0.07%,,,,
378,P80005275,Ohio,OH,11/4/08,Brian,Moore,"Moore, Brian",,SOC,"2,735",,0.05%,,,,
379,P80003528,Ohio,OH,11/4/08,Donald K.,Allen,"Allen, Donald K.",,W,212,,0.00%,,,,
380,P60003076,Ohio,OH,11/4/08,Alan L.,Keyes,"Keyes, Alan L.",,W,160,,0.00%,,,,
381,P00003962,Ohio,OH,11/4/08,Joe,Schriner,"Schriner, Joe",,W,71,,0.00%,,,,
382,n/a,Ohio,OH,11/4/08,Platt,Robertson,"Robertson, Platt",,W,63,,0.00%,,,,
383,P80005119,Ohio,OH,11/4/08,Jonathan,Allen,"Allen, Jonathan",,W,2,,0.00%,,,,
384,P80005796,Ohio,OH,11/4/08,James R.,Germalic,"Germalic, James R.",,W,1,,0.00%,,,,
385,n/a,Ohio,OH,11/4/08,,,,Total State Votes: ,,"5,708,350","5,708,350",,,,,
386,P80002801,Oklahoma,OK,11/4/08,John,McCain,"McCain, John",,R,"960,165",,65.65%,,,,
387,P80003338,Oklahoma,OK,11/4/08,Barack,Obama,"Obama, Barack",,D,"502,496",,34.35%,,,,
388,n/a,Oklahoma,OK,11/4/08,,,,Total State Votes: ,,"1,462,661","1,462,661",,,,,
389,P80003338,Oregon,OR,11/4/08,Barack,Obama,"Obama, Barack",,D,"1,037,291",,56.75%,,,,
390,P80002801,Oregon,OR,11/4/08,John,McCain,"McCain, John",,R,"738,475",,40.40%,,,,
391,P20000527,Oregon,OR,11/4/08,Ralph,Nader,"Nader, Ralph",,PE,"18,614",,1.02%,,,,
392,n/a,Oregon,OR,11/4/08,,Scattered,Scattered ,,W,"13,613",,0.74%,,,,
393,P80005499,Oregon,OR,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,CON,"7,693",,0.42%,,,,
394,P80005580,Oregon,OR,11/4/08,Bob,Barr,"Barr, Bob",,LBT,"7,635",,0.42%,,,,
395,P80004930,Oregon,OR,11/4/08,Cynthia,McKinney,"McKinney, Cynthia",,PG,"4,543",,0.25%,,,,
396,n/a,Oregon,OR,11/4/08,,,,Total State Votes: ,,"1,827,864","1,827,864",,,,,
397,P80003338,Pennsylvania,PA,11/4/08,Barack,Obama,"Obama, Barack",,D,"3,276,363",,54.49%,,,,
398,P80002801,Pennsylvania,PA,11/4/08,John,McCain,"McCain, John",,R,"2,655,885",,44.17%,,,,
399,P20000527,Pennsylvania,PA,11/4/08,Ralph,Nader,"Nader, Ralph",,I,"42,977",,0.71%,,,,
400,P80005580,Pennsylvania,PA,11/4/08,Bob,Barr,"Barr, Bob",,LBT,"19,912",,0.33%,,,,
401,n/a,Pennsylvania,PA,11/4/08,,Scattered,Scattered ,,W,"8,180",,0.14%,,,,
402,P00003392,Pennsylvania,PA,11/4/08,Hillary,Clinton,"Clinton, Hillary",,W,"5,014",,0.08%,,,,
403,P80000748,Pennsylvania,PA,11/4/08,Ron,Paul,"Paul, Ron",,W,"3,849",,0.06%,,,,
404,P80005499,Pennsylvania,PA,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,W,"1,092",,0.02%,,,,
405,n/a,Pennsylvania,PA,11/4/08,,,,Total State Votes: ,,"6,013,272","6,013,272",,,,,
406,P80003338,Rhode Island,RI,11/4/08,Barack,Obama,"Obama, Barack",,D,"296,571",,62.86%,,,,
407,P80002801,Rhode Island,RI,11/4/08,John,McCain,"McCain, John",,R,"165,391",,35.06%,,,,
408,P20000527,Rhode Island,RI,11/4/08,Ralph,Nader,"Nader, Ralph",,I,"4,829",,1.02%,,,,
409,P80005580,Rhode Island,RI,11/4/08,Bob,Barr,"Barr, Bob",,LBT,"1,382",,0.29%,,,,
410,P80004930,Rhode Island,RI,11/4/08,Cynthia,McKinney,"McKinney, Cynthia",,GRE,797,,0.17%,,,,
411,P80005499,Rhode Island,RI,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,CON,675,,0.14%,,,,
412,n/a,Rhode Island,RI,11/4/08,,Scattered,Scattered ,,W,667,,0.14%,,,,
413,P00003392,Rhode Island,RI,11/4/08,Hillary,Clinton,"Clinton, Hillary",,W,655,,0.14%,,,,
414,P80000748,Rhode Island,RI,11/4/08,Ron,Paul,"Paul, Ron",,W,472,,0.10%,,,,
415,P80005572,Rhode Island,RI,11/4/08,Gloria,La Riva,"La Riva, Gloria",,SLP,122,,0.03%,,,,
416,n/a,Rhode Island,RI,11/4/08,,No Vote,"No Vote,",,W,43,,0.01%,,,,
417,P80003478,Rhode Island,RI,11/4/08,Mike,Huckabee,"Huckabee, Mike",,W,34,,0.01%,,,,
418,P80003353,Rhode Island,RI,11/4/08,Mitt,Romney,"Romney, Mitt",,W,25,,0.01%,,,,
419,P80000912,Rhode Island,RI,11/4/08,Al,Gore,"Gore, Al",,W,15,,0.00%,,,,
420,P60003050,Rhode Island,RI,11/4/08,Colin,Powell,"Powell, Colin",,W,14,,0.00%,,,,
421,n/a,Rhode Island,RI,11/4/08,Mickey,Mouse,"Mouse, Mickey",,W,11,,0.00%,,,,
422,n/a,Rhode Island,RI,11/4/08,,None of Above,"None of Above,",,W,11,,0.00%,,,,
423,n/a,Rhode Island,RI,11/4/08,Stephen,Colbert,"Colbert, Stephen",,W,8,,0.00%,,,,
424,n/a,Rhode Island,RI,11/4/08,,Jesus,"Jesus,",,W,7,,0.00%,,,,
425,P80004740,Rhode Island,RI,11/4/08,Michael,Bloomberg,"Bloomberg, Michael",,W,6,,0.00%,,,,
426,P20000642,Rhode Island,RI,11/4/08,Bill,Clinton,"Clinton, Bill",,W,6,,0.00%,,,,
427,n/a,Rhode Island,RI,11/4/08,Buddy,Cianci,"Cianci, Buddy",,W,5,,0.00%,,,,
428,P60003076,Rhode Island,RI,11/4/08,Alan,Keyes,"Keyes, Alan",,W,5,,0.00%,,,,
429,P40002545,Rhode Island,RI,11/4/08,Dennis,Kucinich,"Kucinich, Dennis",,W,5,,0.00%,,,,
430,n/a,Rhode Island,RI,11/4/08,Joe the,Plumber,"Plumber, Joe the",,W,5,,0.00%,,,,
431,n/a,Rhode Island,RI,11/4/08,Jessie,Ventura,"Ventura, Jessie",,W,5,,0.00%,,,,
432,n/a,Rhode Island,RI,11/4/08,,,,Total State Votes: ,,"471,766","471,766",,,,,
433,P80002801,South Carolina,SC,11/4/08,John,McCain,"McCain, John",,R,"1,034,896",,53.87%,,,,
434,P80003338,South Carolina,SC,11/4/08,Barack,Obama,"Obama, Barack",,D,"862,449",,44.90%,,,,
435,P80005580,South Carolina,SC,11/4/08,Bob,Barr,"Barr, Bob",,LBT,"7,283",,0.38%,,,,
436,P80005499,South Carolina,SC,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,CON,"6,827",,0.36%,,,,
437,P20000527,South Carolina,SC,11/4/08,Ralph,Nader,"Nader, Ralph",,PET,"5,053",,0.26%,,,,
438,P80004930,South Carolina,SC,11/4/08,Cynthia,McKinney,"McKinney, Cynthia",,GRE,"4,461",,0.23%,,,,
439,n/a,South Carolina,SC,11/4/08,,,,Total State Votes: ,,"1,920,969","1,920,969",,,,,
440,P80002801,South Dakota,SD,11/4/08,John,McCain,"McCain, John",,R,"203,054",,53.16%,,,,
441,P80003338,South Dakota,SD,11/4/08,Barack,Obama,"Obama, Barack",,D,"170,924",,44.75%,,,,
442,P20000527,South Dakota,SD,11/4/08,Ralph,Nader,"Nader, Ralph",,I,"4,267",,1.12%,,,,
443,P80005499,South Dakota,SD,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,CON,"1,895",,0.50%,,,,
444,P80005580,South Dakota,SD,11/4/08,Bob,Barr,"Barr, Bob",,I,"1,835",,0.48%,,,,
445,n/a,South Dakota,SD,11/4/08,,,,Total State Votes: ,,"381,975","381,975",,,,,
446,P80002801,Tennessee,TN,11/4/08,John,McCain,"McCain, John",,R,"1,479,178",,56.90%,,,,
447,P80003338,Tennessee,TN,11/4/08,Barack,Obama,"Obama, Barack",,D,"1,087,437",,41.83%,,,,
448,P20000527,Tennessee,TN,11/4/08,Ralph,Nader,"Nader, Ralph",,I,"11,560",,0.44%,,,,
449,P80005580,Tennessee,TN,11/4/08,Bob,Barr,"Barr, Bob",,I,"8,547",,0.33%,,,,
450,P80005499,Tennessee,TN,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,I,"8,191",,0.32%,,,,
451,P80004930,Tennessee,TN,11/4/08,Cynthia,McKinney,"McKinney, Cynthia",,W,"2,499",,0.10%,,,,
452,P80005275,Tennessee,TN,11/4/08,Brian,Moore,"Moore, Brian",,I,"1,326",,0.05%,,,,
453,n/a,Tennessee,TN,11/4/08,Charles,Jay,"Jay, Charles",,I,"1,011",,0.04%,,,,
454,n/a,Tennessee,TN,11/4/08,,,,Total State Votes: ,,"2,599,749","2,599,749",,,,,
455,P80002801,Texas,TX,11/4/08,John,McCain,"McCain, John",,R,"4,479,328",,55.45%,,,,
456,P80003338,Texas,TX,11/4/08,Barack,Obama,"Obama, Barack",,D,"3,528,633",,43.68%,,,,
457,P80005580,Texas,TX,11/4/08,Bob,Barr,"Barr, Bob",,LBT,"56,116",,0.69%,,,,
458,P20000527,Texas,TX,11/4/08,Ralph,Nader,"Nader, Ralph",,W,"5,751",,0.07%,,,,
459,P80005499,Texas,TX,11/4/08,Chuck,Baldwin,"Baldwin, Chuck",,W,"5,708",,0.07%,,,,
460,P60003076,Texas,TX,11/4/08,Alan,Keyes,"Keyes, Alan",,W,895,,0.01%,,,,
461,P80004930,Texas,TX,11/4/08,Cynthia,McKinney,"McKinney, Cynthia",,W,909,,0.01%,,,,
462,n/a,Texas,TX,11/4/08,Thaddaus,Hill,"Hill, Thaddaus",,W,216,,0.00%,,,,
463,P80005275,Texas,TX,11/4/08,Brian,Moore,"Moore, Brian",,W,135,,0.00%,,,,
464,P80005119,Texas,TX,11/4/08,Jonathan,Allen,"Allen, Jonathan",,W,104,,0.00%,,,,
465,n/a,Texas,TX,11/4/08,,,,Total State Votes: ,,"8,077,795","8,077,795",,,,,
466,P80002801,Utah,UT,11/4/08,John,McCain,"McCain, John",,R,"596,030",,62.58%,,,,
467,P80003338,Utah,UT,11/4/08,Barack,Obama,"Obama, Barack",,D,"327,670",,34.41%,,,,
468,P80005499,Utah,UT,11/4/08,"Charles O. ""Chuck""",Baldwin,"Baldwin, Charles O. ""Chuck""",,CON,"12,012",,1.26%,,,,
469,P20000527,Utah,UT,11/4/08,Ralph,Nader,"Nader, Ralph",,UN,"8,416",,0.88%,,,,
470,P80005580,Utah,UT,11/4/08,Bob,Barr,"Barr, Bob",,LBT,"6,966",,0.73%,,,,
471,P80004930,Utah,UT,11/4/08,Cynthia,McKinney,"McKinney, Cynthia",,UN,982,,0.10%,,,,
472,P80005572,Utah,UT,11/4/08,Gloria,La Riva,"La Riva, Gloria",,UN,262,,0.03%,,,,
473,P60003076,Utah,UT,11/4/08,Alan,Keyes,"Keyes, Alan",,W,25,,0.00%,,,,
474,n/a,Utah,UT,11/4/08,Frank,Moore,"Moore, Frank",,W,3,,0.00%,,,,
